Character,Line,text_lemmatized,Season,Episode_Number,Dominant,compound,neg,neu,pos
Jim," [Opens folder and reads from Dwight’s file] Last year, my boss, Michael Scott, took a day off because he said he had pneumonia, but really, he was leaving early to go to magic camp. Wow.","['open', 'folder', 'read', 'dwights', 'file', 'year', 'bos', 'michael', 'scott', 'take', 'say', 'pneumonia', 'leave', 'early', 'magic', 'camp', 'wow']",3,10,Topic 33,0.7351,0.0,0.867,0.133
Pam, So… here’s the gift. You get to decide what his top secret mission is. [Jim smiles] Sorry I didn’t wrap it. ,"['here', 'gift', 'decide', 'secret', 'mission', 'jim', 'smile', 'sorry', 'wrap']",3,10,Topic 1,0.7579,0.05,0.651,0.299
Jim," [closes folder] You know what? Uh, I really don’t think I should be doing this stuff anymore, you know? ","['close', 'folder', 'know', 'stuff', 'anymore', 'know']",3,10,Topic 7,0.0,0.0,1.0,0.0
Jim," It just feels a little bit, like… ","['feel', 'little', 'bit']",3,10,Topic 34,0.0,0.0,1.0,0.0
Pam," No, I get it, of course. OK. [holds out hand for folder. Jim gives Pam back the folder.]  ","['course', 'hold', 'hand', 'folder', 'jim', 'give', 'pam', 'folder']",3,10,Topic 33,0.4939,0.0,0.842,0.158
Jim," I feel like there’s a chance for me to start over. And if I fall back into the same kind of things I used to do., then … what am I doing?  ","['feel', 'there', 'chance', 'start', 'fall', 'kind', 'thing']",3,10,Topic 8,0.5423,0.0,0.87,0.13
Michael, I’d like everybody’s attention. Christmas is canceled. ,"['everybodys', 'attention', 'christmas', 'cancel']",3,10,Topic 37,0.3612,0.0,0.706,0.294
Michael, Keep it up Stanley and you will lose New Year’s. ,"['stanley', 'lose', 'new', 'year']",3,10,Topic 6,-0.4019,0.231,0.769,0.0
Michael," Jim, take New Year’s away from Stanley.","['jim', 'new', 'year', 'away', 'stanley']",3,10,Topic 6,0.0,0.0,1.0,0.0
Michael, Carol and I split up. Amicably. And I just don’t think it would be appropriate to celebrate under the circumstances. ,"['carol', 'split', 'amicably', 'appropriate', 'celebrate', 'circumstance']",3,10,Topic 30,0.5719,0.0,0.837,0.163
Dwight, [over everybody else’s talking] Are we gonna cancel Hanukah as well?,"['everybody', 'el', 'talk', 'cancel', 'hanukah']",3,10,Topic 37,0.0258,0.153,0.687,0.16
Michael, Fine! [everybody stops talking] Have your party. Just no guests. ,"['fine', 'everybody', 'stop', 'talk', 'party', 'guest']",3,10,Topic 10,0.2481,0.26,0.411,0.328
Michael," Well, you know what Phyllis? All of your guests would have probably canceled at the last minute anyway, leaving your life a stupid rotten mess.  ","['know', 'phyllis', 'guest', 'probably', 'cancel', 'minute', 'leave', 'life', 'stupid', 'rotten', 'mess']",3,10,Topic 9,-0.7964,0.285,0.65,0.065
Michael," Oh, oh, oh, oh, it hurts.",['hurt'],3,10,Topic 19,-0.4767,0.383,0.617,0.0
Michael, It hurts my heart. It hurts my stomach. It hurts my arms.,"['hurt', 'heart', 'hurt', 'stomach', 'hurt', 'arm']",3,10,Topic 19,-0.6249,0.433,0.372,0.195
Pam," OK, well, why are you laying like that? ",['lay'],3,10,Topic 40,0.5574,0.0,0.566,0.434
Michael, [moves a little] Thanks. How did you push away the bad thoughts?,"['move', 'little', 'thanks', 'push', 'away', 'thought']",3,10,Topic 29,-0.2247,0.217,0.621,0.162
Michael," Like maybe, the real reason they left was because there were things they wanted you to do in bed, that were, foreign, and scary?","['maybe', 'real', 'reason', 'left', 'thing', 'want', 'bed', 'foreign', 'scary']",3,10,Topic 18,-0.1779,0.116,0.794,0.09
Pam," Well.. um I, I don’t… ",[],3,10,Topic 1,0.2732,0.0,0.656,0.344
Michael, And not that you didn’t want to try them. Some wine may have helped. Do you know what I’m referring to?,"['want', 'try', 'wine', 'help', 'know', 'refer']",3,10,Topic 31,0.0772,0.0,0.939,0.061
Dwight," Michael. Sorry to interrupt. Uh, It appears we’re one bathrobe short.","['michael', 'sorry', 'interrupt', 'appear', 'bathrobe', 'short']",3,10,Topic 23,-0.4019,0.291,0.709,0.0
Michael," Hey, would you like to go to Sandals, Jamaica with me? ","['sandal', 'jamaica']",3,10,Topic 10,0.3612,0.0,0.8,0.2
Michael, It’s all… [Pam walks away.] OK.  ,"['pam', 'walk', 'away']",3,10,Topic 40,0.0,0.0,1.0,0.0
Angela," Phyllis, I need you to pick up green streamers at lunch.","['phyllis', 'need', 'pick', 'green', 'streamer', 'lunch']",3,10,Topic 37,0.0,0.0,1.0,0.0
Angela, These are all terrible ideas and none of them are on the theme of “A Nutcracker Christmas.” I think you should leave.,"['terrible', 'idea', 'theme', 'nutcracker', 'christmas', 'leave']",3,10,Topic 5,-0.5106,0.177,0.823,0.0
Angela," You tried this out, and it’s clearly not for you. It’s time to go. Come on. [Angela gets up from seat] Please. [Karen gets up and leaves] Thank you. OK, thank you very much. [Angela closes door]  ","['try', 'clearly', 'time', 'angela', 'get', 'seat', 'karen', 'get', 'leaf', 'thank', 'thank', 'angela', 'close', 'door']",3,10,Topic 7,0.8402,0.0,0.767,0.233
Michael, What are you doing? [“Goodbye My Lover” by James Blunt plays],"['goodbye', 'lover', 'james', 'blunt', 'play']",3,10,Topic 40,0.25,0.0,0.833,0.167
Dwight, [putting things into a box] We are getting rid of everything that reminds you of Carol.,"['put', 'thing', 'box', 'get', 'rid', 'reminds', 'carol']",3,10,Topic 39,0.0,0.0,1.0,0.0
Dwight," Oh, look at this. [looks through papers] Your old condo closing papers. It’s riddled with Carol’s name. I wish I could throw this in the box. [Michael hits repeat to “Goodbye My Lover” on computer]","['look', 'look', 'paper', 'old', 'condo', 'closing', 'paper', 'riddle', 'carol', 'wish', 'throw', 'box', 'michael', 'hit', 'repeat', 'goodbye', 'lover', 'computer']",3,10,Topic 20,0.4019,0.0,0.926,0.074
Michael, I don’t have to buy it. I just want to taste it. I just… I just want a little taste of it. ,"['buy', 'want', 'taste', 'want', 'little', 'taste']",3,10,Topic 22,0.1531,0.0,0.885,0.115
Dwight," Oh, look at this, she saved you two thousand dollars ’cause they failed to report a mold problem. [Continues to sift through papers] But wouldn’t that affect the final… How did she? Oh, oh, I see what she did. That is good. Wow. Carol is one smart cookie. ","['look', 'save', 'thousand', 'dollar', 'cause', 'fail', 'report', 'mold', 'problem', 'continue', 'sift', 'paper', 'affect', 'final', 'wow', 'carol', 'smart', 'cookie']",3,10,Topic 20,0.91,0.066,0.694,0.24
Michael, [singing] Goodbye my lover. Goodbye my friend. [hits repeat again]   ,"['sing', 'goodbye', 'lover', 'goodbye', 'friend', 'hit', 'repeat']",3,10,Topic 29,0.7906,0.0,0.533,0.467
Michael," This is an old adage, but they say when you find true love, you know within the first 24 hours. With Carol, I knew within the first 24 minutes of the second day I met her.  ","['old', 'adage', 'true', 'love', 'know', 'hour', 'carol', 'minute', 'second', 'met']",3,10,Topic 6,0.8885,0.0,0.782,0.218
Pam," I feel like I’ve been kinda cold to Karen and there’s no real reason for it. I mean it’s not like she’s ever done anything to me. So, I think I probably shouldn’t be cold to her.   ","['feel', 'kinda', 'cold', 'karen', 'there', 'real', 'reason', 'mean', 'probably', 'cold']",3,10,Topic 34,-0.2047,0.106,0.833,0.061
Pam," Hey, Karen. Sorry about that meeting today, that was really crazy.","['karen', 'sorry', 'meeting', 'today', 'crazy']",3,10,Topic 15,-0.4576,0.307,0.693,0.0
Pam, I think one of her cats did once. She came in with scratches all over her face. [both laugh],"['cat', 'come', 'scratch', 'face', 'laugh']",3,10,Topic 8,0.5574,0.0,0.833,0.167
Pam," Um, I really liked your karaoke idea. ","['like', 'karaoke', 'idea']",3,10,Topic 5,0.4754,0.0,0.66,0.34
Angela, This should’ve been up yesterday. [refers to party flyer],"['shouldve', 'yesterday', 'refers', 'party', 'flyer']",3,10,Topic 30,0.4019,0.0,0.748,0.252
Angela, [Pam puts up another flyer] What is that? [Reads flyer] The “Committee to Plan Parties invites you to a margarita-karaoke Christmas?” There’s no such thing as the “Committee to Plan Parties.” ,"['pam', 'put', 'flyer', 'read', 'flyer', 'committee', 'plan', 'party', 'invite', 'margaritakaraoke', 'christmas', 'there', 'committee', 'plan', 'party']",3,10,Topic 30,0.2168,0.064,0.846,0.089
Pam, There is now. We just started it. ,['start'],3,10,Topic 18,0.0,0.0,1.0,0.0
Angela," Well, you just can’t start a committee. You have to have funding. ","['start', 'committee', 'funding']",3,10,Topic 30,0.2732,0.0,0.84,0.16
Angela," No, that is not a party. There’s only one party and it’s hosted by the Party PLANNING Committee and it starts at three o’clock. ","['party', 'there', 'party', 'host', 'party', 'planning', 'committee', 'start', 'oclock']",3,10,Topic 30,0.484,0.079,0.733,0.188
Pam," Right, and if you’re interested in the way more fun party, all the info can be found here on our more brightly colored flyer. [Angela rips down brightly colored flyer and walks away. Karen rips down Angela’s flyer.]","['interested', 'way', 'fun', 'party', 'info', 'brightly', 'color', 'flyer', 'angela', 'rip', 'brightly', 'color', 'flyer', 'walk', 'away', 'karen', 'rip', 'angelas', 'flyer']",3,10,Topic 30,0.9269,0.0,0.694,0.306
Jim," Yup, looks like the Scranton people and the Stamford people are finally coming together. And that’s what you want, right?  ","['yup', 'look', 'scranton', 'people', 'stamford', 'people', 'finally', 'come', 'want']",3,10,Topic 4,0.4215,0.0,0.826,0.174
Dwight, Pam and Karen. I am ordering you to cease and desist all party planning. Immediately. ,"['pam', 'karen', 'order', 'cease', 'desist', 'party', 'planning', 'immediately']",3,10,Topic 30,0.4019,0.0,0.838,0.162
Dwight," As ranking number three in this office, I am order –","['rank', 'number', 'office', 'order']",3,10,Topic 33,0.0772,0.0,0.885,0.115
Dwight," Ah, no. [to Pam and Karen] You must turn over to me all Christmas decorations and party paraphernalia immediately that will be returned to you on January fourth. ","['pam', 'karen', 'turn', 'christmas', 'decoration', 'party', 'paraphernalia', 'immediately', 'return', 'january', 'fourth']",3,10,Topic 30,0.4019,0.0,0.909,0.091
Jim," OK, I think I can help here. ",['help'],3,10,Topic 1,0.4019,0.0,0.69,0.31
Jim," As ranking number two, I am starting a committee to determine the validity of the two committees and I am the sole member. The committee will act on this now. ","['rank', 'number', 'start', 'committee', 'determine', 'validity', 'committee', 'sole', 'member', 'committee', 'act']",3,10,Topic 30,0.0772,0.0,0.957,0.043
Jim, Could you please keep it down? [interrupted Dwight] I’m in session. I’ve determined that this committee is valid. [Pam and Karen cheer.],"['interrupt', 'dwight', 'session', 'determine', 'committee', 'valid', 'pam', 'karen', 'cheer']",3,10,Topic 6,0.7003,0.078,0.638,0.284
Dwight," No no, no, wait, wait, wait [raises hand] Permission to join the Validity Committee.","['wait', 'wait', 'wait', 'raise', 'hand', 'permission', 'join', 'validity', 'committee']",3,10,Topic 33,0.4939,0.118,0.591,0.29
Michael, All right. Nothing here to distract myself with anyway.,['distract'],3,10,Topic 10,0.2235,0.0,0.809,0.191
Michael," Ah, I need my entourage [both exit Michael’s office] Jim. Dwight. Ryan. C’mon, we’re going to Asian Hooters. ","['need', 'entourage', 'exit', 'michael', 'office', 'jim', 'dwight', 'ryan', 'cmon', 'go', 'asian', 'hooter']",3,10,Topic 23,0.0,0.0,1.0,0.0
Jim," OK. [to Ryan] Wow, thanks for taking all the excuses, dude.","['ryan', 'wow', 'thanks', 'take', 'excuse', 'dude']",3,10,Topic 43,0.7717,0.0,0.573,0.427
Michael, Bros before hos. Why? Because your bros are always there for you. They have got your back after your ho rips your heart out for no good reason. And you were nothing but great to your ho and you told her she was the only ho for you. And that she was better than all the other hos in the world. And then … and then suddenly she’s not yo’ ho no mo’.  ,"['bros', 'ho', 'bros', 'ho', 'rip', 'heart', 'reason', 'great', 'ho', 'ho', 'better', 'ho', 'world', 'suddenly', 'yo', 'ho', 'mo']",3,10,Topic 34,0.3895,0.074,0.82,0.106
Dwight," Get out Jim. [Dwight tries to sit between Andy and Jim] Actually, um… [to two other people at the table] Sir, I’m going to need take this chair.","['jim', 'dwight', 'try', 'sit', 'andy', 'jim', 'actually', 'people', 'table', 'sir', 'go', 'need', 'chair']",3,10,Topic 14,0.0,0.0,1.0,0.0
Michael," Dwight, just, just leave them alone please. They’re on a date. They look very happy. ","['dwight', 'leave', 'date', 'look', 'happy']",3,10,Topic 32,0.624,0.156,0.537,0.307
Dwight, I can’t… I can’t here what you’re saying. ,['say'],3,10,Topic 1,0.0,0.0,1.0,0.0
Dwight, [off screen at other end of table] What’re you talking about?,"['screen', 'end', 'table', 'whatre', 'talk']",3,10,Topic 6,0.0,0.0,1.0,0.0
Michael," And I used to say “Hey, got latte?” And she’d say, that’s not funny. ","['latte', 'shed', 'funny']",3,10,Topic 32,-0.3412,0.156,0.844,0.0
Dwight, [off screen] What are you guys talking about? ,"['screen', 'guy', 'talk']",3,10,Topic 38,0.0,0.0,1.0,0.0
Michael, She totally got me. She understood that we didn’t have to laugh to enjoy —,"['totally', 'understood', 'laugh', 'enjoy']",3,10,Topic 32,0.7783,0.0,0.657,0.343
Dwight, It is my job to be there for Michael. How can I be there for Michael if I’m here for Michael? [food is thrown at Dwight’s face]   ,"['job', 'michael', 'michael', 'michael', 'food', 'thrown', 'dwights', 'face']",3,10,Topic 23,0.0,0.0,1.0,0.0
Michael," I’m already starting to forget what color eyes she had. I can’t, OK, I’m gonna call her. I am gonna call and find out… ","['start', 'forget', 'color', 'eye']",3,10,Topic 34,-0.2263,0.076,0.924,0.0
Angela," Pam, don’t tell her what to do! Phyllis.","['pam', 'tell', 'phyllis']",3,10,Topic 25,0.0,0.0,1.0,0.0
Pam," If you’re using more than three pieces of tape to wrap a present, you’re doing it wrong. ","['piece', 'tape', 'wrap', 'present', 'wrong']",3,10,Topic 3,-0.4767,0.162,0.838,0.0
Pam," Oh, I just get those at any party supply place. ","['party', 'supply', 'place']",3,10,Topic 21,0.4019,0.0,0.769,0.231
Pam," Oh yeah, your mom would love that.","['mom', 'love']",3,10,Topic 26,0.7506,0.0,0.439,0.561
Dwight, Looks like you’ve got a little Nakiri knife action going there. ,"['look', 'little', 'nakiri', 'knife', 'action', 'go']",3,10,Topic 12,0.3612,0.0,0.8,0.2
Dwight," Yeah, I bet you wish you had a Nakiri, though. ","['bet', 'wish', 'nakiri']",3,10,Topic 2,0.5994,0.0,0.62,0.38
Dwight," Nah, I don’t know… Still think Nakiri’s better.","['nah', 'know', 'nakiris', 'better']",3,10,Topic 32,0.3612,0.136,0.583,0.282
Michael," Oh, sure you would. Look at you, I bet you break up with a guy every hour. [Cindy laughs and walks away]","['sure', 'look', 'bet', 'break', 'guy', 'hour', 'cindy', 'laugh', 'walk', 'away']",3,10,Topic 40,0.6705,0.0,0.784,0.216
Pam, Hello everyone. We would just like to announce that our party is starting now in the break room. So… you can come by… .,"['announce', 'party', 'start', 'break', 'room']",3,10,Topic 13,0.6369,0.0,0.809,0.191
Angela, I have a very important announcement to make… about… your paychecks. Umm… Your paychecks will be arriving as scheduled on Friday. And they will be in the correct amount that they are normally in… Please stand by for a very important announcement… refer..[starts to leave office] for further regarding your paycheck! [runs outside]  ,"['important', 'announcement', 'paycheck', 'paycheck', 'arrive', 'schedule', 'friday', 'correct', 'normally', 'stand', 'important', 'announcement', 'referstarts', 'leave', 'office', 'paycheck', 'run', 'outside']",3,10,Topic 3,0.6786,0.021,0.86,0.119
Angela, [on cell phone to Dwight] I need to know if I can start the party?,"['cell', 'phone', 'dwight', 'need', 'know', 'start', 'party']",3,10,Topic 35,0.4019,0.0,0.838,0.162
Dwight," Michael! Hey! Over here, Michael! [waves down Michael with a napkin and whistles to get attention]","['michael', 'michael', 'wave', 'michael', 'napkin', 'whistle', 'attention']",3,10,Topic 23,0.0,0.0,1.0,0.0
Michael, I don’t know. No one can hear me. You know what? Start the party. ,"['know', 'hear', 'know', 'start', 'party']",3,10,Topic 30,0.128,0.13,0.71,0.16
Angela," [Angela slams phone shut and runs back to office.] Also, I would like to inform you that, um, as a special treat, my party will be starting early. In fact, it will be starting right now [opens door to conference room.]","['angela', 'slam', 'phone', 'shut', 'run', 'office', 'inform', 'special', 'treat', 'party', 'start', 'early', 'fact', 'start', 'open', 'door', 'conference', 'room']",3,10,Topic 7,0.8625,0.0,0.777,0.223
Pam, Our party is also starting now [opens door to break room.],"['party', 'start', 'open', 'door', 'break', 'room']",3,10,Topic 7,0.4019,0.0,0.787,0.213
Pam, Good choice. [Kelly drags Ryan to the break room.],"['choice', 'kelly', 'drag', 'ryan', 'break', 'room']",3,10,Topic 13,0.296,0.147,0.603,0.25
Angela, I said you wouldn’t be disappointed. [Meredith heads towards break room.],"['say', 'disappointed', 'meredith', 'head', 'break', 'room']",3,10,Topic 1,-0.4767,0.237,0.763,0.0
Angela," Meredith, if you don’t come to my party, you will be very, very sorry.","['meredith', 'party', 'sorry']",3,10,Topic 30,0.2092,0.113,0.724,0.163
Angela, Brownies. Cupcakes. [Kevin walks toward conference room],"['brownie', 'cupcake', 'kevin', 'walk', 'conference', 'room']",3,10,Topic 13,0.0,0.0,1.0,0.0
Angela," I don’t back down. My sister and I used to be best friends, and we haven’t talked in 16 years. Over some disagreement, I don’t even remember. So… yeah. I’m pretty good.  ","['sister', 'best', 'friend', 'talk', 'year', 'disagreement', 'remember', 'pretty']",3,10,Topic 15,0.9201,0.057,0.59,0.354
Michael," Ahh, damn this chicken is good. My compliments to the chef. [points to chef] Which is you! Right? Hahahaha. Awesome! I need some meat. I want some steak. [leans over to neighboring man’s plate] I see steak. ","['damn', 'chicken', 'compliment', 'chef', 'point', 'chef', 'hahahaha', 'awesome', 'need', 'meat', 'want', 'steak', 'lean', 'neighbor', 'man', 'plate', 'steak']",3,10,Topic 49,0.8353,0.058,0.691,0.25
Michael," Excuse me [tries to take away meat with chopsticks] Ah, un guard. [Fights with chopsticks and laughs] Family style. ","['excuse', 'try', 'away', 'meat', 'chopstick', 'guard', 'fight', 'chopstick', 'laugh', 'family', 'style']",3,10,Topic 20,0.2023,0.116,0.69,0.194
Michael, I don’t think… I love it!,['love'],3,10,Topic 26,0.6696,0.0,0.527,0.473
Michael, [laughing] I don’t know what he’s doing.,"['laugh', 'know']",3,10,Topic 32,0.4939,0.0,0.652,0.348
Dwight, Jim! Jim! What… What’s happening? ,"['jim', 'jim', 'happen']",3,10,Topic 14,0.0,0.0,1.0,0.0
Jim," Oh, [points to Cindy] she’s asleep. ","['point', 'cindy', 'asleep']",3,10,Topic 49,0.0,0.0,1.0,0.0
Jim," And she’s trying to correctly butcher a goose, but she’s having trouble coming up with it.","['try', 'correctly', 'butcher', 'goose', 'trouble', 'come']",3,10,Topic 29,-0.5499,0.191,0.809,0.0
Dwight," Oh, OK. Cindy! Yo, Cindy! Cindy! Hold its neck back and insert the knife below the jaw. Bring it all the way around, there’s going to be a good amount of blood. [Cindy looks confused. Woman next to Dwight is disgusted] Don’t let it bother you. Have a bucket there, for the blood… and the innards… and the feathers.  ","['cindy', 'yo', 'cindy', 'cindy', 'hold', 'neck', 'insert', 'knife', 'jaw', 'bring', 'way', 'there', 'go', 'blood', 'cindy', 'look', 'confuse', 'woman', 'dwight', 'disgust', 'bother', 'bucket', 'blood', 'innards', 'feather']",3,10,Topic 40,-0.7249,0.134,0.822,0.043
Jim," Oh no, this is different. The CIA thing, that was a prank on Dwight. This is more like a umm… OK, it’s pretty much the same thing.  ","['different', 'cia', 'prank', 'dwight', 'pretty']",3,10,Topic 12,0.7178,0.0,0.807,0.193
Angela, Try harder then. [Hannah smashes Nutcracker on top of nut. Sees Kevin take another brownie] Uh uh. No one has seconds until everyone’s had some. ,"['try', 'harder', 'hannah', 'smash', 'nutcracker', 'nut', 'see', 'kevin', 'brownie', 'second', 'everyones']",3,10,Topic 45,-0.1027,0.081,0.852,0.067
Angela, You’ve got to be kidding. {Kevin takes bite of brownie]  ,"['kid', 'kevin', 'take', 'bite', 'brownie']",3,10,Topic 45,0.1027,0.0,0.865,0.135
Michael," Oh, you are such mench my friend. [They stand up and do fist bump and explosion]  ","['mench', 'friend', 'stand', 'fist', 'bump', 'explosion']",3,10,Topic 23,0.4939,0.0,0.824,0.176
Michael," OK, where is everybody? I would like them to meet my new girlfriend. [Guys walk in with two different waitresses from Benihana’s]","['everybody', 'meet', 'new', 'girlfriend', 'guy', 'walk', 'different', 'waitress', 'benihanas']",3,10,Topic 21,0.3612,0.0,0.894,0.106
Jim," I’m sure they’ll want to meet her, too.   ","['sure', 'want', 'meet']",3,10,Topic 24,0.3818,0.0,0.625,0.375
Michael, The least I could do was give some poor sick kid a bike.,"['poor', 'sick', 'kid', 'bike']",3,10,Topic 41,-0.7506,0.368,0.632,0.0
Michael," Nah, you rock. Tell you what, if you want it, it’s yours.","['nah', 'rock', 'tell', 'want']",3,10,Topic 31,-0.0258,0.11,0.787,0.102
Michael, Oh. [She whispers in his ear. Michael starts to laugh] That’s what she said.   ,"['whisper', 'ear', 'michael', 'start', 'laugh', 'say']",3,10,Topic 8,0.5574,0.0,0.783,0.217
Michael, Hello? I would like everybody to meet my new girlfriend. ,"['everybody', 'meet', 'new', 'girlfriend']",3,10,Topic 27,0.3612,0.0,0.783,0.217
Michael," [whispers] The giant baby. Wow, I am so sorry, I had no idea this party would be so lame.","['whisper', 'giant', 'baby', 'wow', 'sorry', 'idea', 'party', 'lame']",3,10,Topic 13,-0.0148,0.269,0.499,0.232
Michael," Oh, party in the break room! Let’s go, let’s go! Thank God! Let’s go to the break room. ","['party', 'break', 'room', 'let', 'let', 'thank', 'god', 'let', 'break', 'room']",3,10,Topic 13,0.8007,0.0,0.647,0.353
Angela," Hey, excuse me! Waitress lady! Hey, where do you think you’re going with that? [refers to toy she just took from table] ","['excuse', 'waitress', 'lady', 'go', 'refers', 'toy', 'take', 'table']",3,10,Topic 5,0.2225,0.0,0.918,0.082
Angela, You can’t have it [takes back toy] I don’t walk into your house and steal your Hello Kitty backpack.,"['take', 'toy', 'walk', 'house', 'steal', 'kitty', 'backpack']",3,10,Topic 11,-0.4939,0.151,0.849,0.0
Michael, Shhh… Shut it! C’mon! Party.,"['shhh', 'shut', 'cmon', 'party']",3,10,Topic 7,0.508,0.0,0.549,0.451
Dwight," Hey! It’s Angela! [Angela slams door shut, but not before Kevin sneaks out] Hey!","['angela', 'angela', 'slam', 'door', 'shut', 'kevin', 'sneak']",3,10,Topic 7,0.0,0.0,1.0,0.0
Michael," I just think there are two, two specific kinds of people in the world. People who own houses and people who own condos. [turns to reach for pretzel while Second Cindy turns other direction] And… my question to you [points and pulls away other waitress] is do you agree? ","['specific', 'kind', 'people', 'world', 'people', 'house', 'people', 'condo', 'turn', 'reach', 'pretzel', 'second', 'cindy', 'turn', 'direction', 'question', 'point', 'pull', 'away', 'waitress', 'agree']",3,10,Topic 4,0.3818,0.0,0.929,0.071
Michael, Do you agree about what? [laughs] Wow. You’re  lucky you’re so darn cute. ,"['agree', 'laugh', 'wow', 'lucky', 'darn', 'cute']",3,10,Topic 37,0.939,0.0,0.339,0.661
Jim, All right [high fives Kevin]  ,"['high', 'five', 'kevin']",3,10,Topic 21,0.0,0.0,1.0,0.0
Dwight, No. It was awful. I couldn’t hear anything. [cheers from other party],"['awful', 'hear', 'cheer', 'party']",3,10,Topic 15,0.4215,0.169,0.506,0.326
Angela, I’ve had the worse day here [turns up Nutcracker music on the stereo. [Sighs. Dwight reaches for and holds Angela’s hand],"['bad', 'turn', 'nutcracker', 'music', 'stereo', 'sigh', 'dwight', 'reach', 'hold', 'angelas', 'hand']",3,10,Topic 4,0.0772,0.122,0.706,0.173
Pam, [holds up rice krispie shaped like a star] In the name of Nutcracker Christmas.  ,"['hold', 'rice', 'krispie', 'shape', 'star', 'nutcracker', 'christmas']",3,10,Topic 30,0.3612,0.0,0.839,0.161
Angela, I’m not sure. Does your karaoke machine have Christmas songs? ,"['sure', 'karaoke', 'machine', 'christmas', 'song']",3,10,Topic 31,-0.2411,0.179,0.821,0.0
Angela," Oh, I may have seen it somewhere. [Goes to plant and picks up power cord] Is it this one?","['see', 'go', 'plant', 'pick', 'power', 'cord']",3,10,Topic 25,0.0,0.0,1.0,0.0
Michael, Check her out. My little gal over there. Babe-alectable.,"['check', 'little', 'gal', 'babealectable']",3,10,Topic 17,0.0,0.0,1.0,0.0
Michael, It’s… it’s one of those two. [points at both],['point'],3,10,Topic 49,0.0,0.0,1.0,0.0
Michael," Yeah… well, it’s been hard, they’re wearing the exact same uniform. And I’ve been drinking. And you know how all waitresses look alike.  ","['hard', 'wear', 'exact', 'uniform', 'drinking', 'know', 'waitress', 'look', 'alike']",3,10,Topic 24,0.1779,0.057,0.857,0.086
Michael, I honestly don’t see what the big deal is. Stevie Wonder is married. Are you going to tell me that Stevie Wonder doesn’t love his wife just because he’s not sure what she looks like?  ,"['honestly', 'big', 'deal', 'stevie', 'wonder', 'married', 'go', 'tell', 'stevie', 'wonder', 'love', 'wife', 'sure', 'look']",3,10,Topic 4,0.8289,0.046,0.727,0.227
Michael," Hey. Where’s my girl? Is she in the fridge? Where is she hiding? I don’t know where she is. ‘Cause I’m drunk, I can’t even find her. ","['wheres', 'girl', 'fridge', 'hiding', 'know', 'cause', 'drunk']",3,10,Topic 16,-0.6298,0.171,0.829,0.0
Michael," Haha, I do! I just haven’t hugged you in awhile [marks Cindy’s arm with a black marker]","['haha', 'hug', 'awhile', 'mark', 'cindys', 'arm', 'black', 'marker']",3,10,Topic 44,0.7177,0.0,0.715,0.285
Michael," Oh, good. That felt good. Let’s go. Party.  ","['felt', 'let', 'party']",3,10,Topic 30,0.8176,0.0,0.37,0.63
Dwight," [into walkie-talkie] Monkey, this is Possum. Do you copy?","['walkietalkie', 'monkey', 'possum', 'copy']",3,10,Topic 31,0.0,0.0,1.0,0.0
Angela," [into another walkie-talkie] Copy, Possum. What’s your twenty?  ","['walkietalkie', 'copy', 'possum']",3,10,Topic 31,0.0,0.0,1.0,0.0
Jim," What a horrible, horrible movie that was. ","['horrible', 'horrible', 'movie']",3,10,Topic 12,-0.7906,0.583,0.417,0.0
Michael," Hey, hey, you. How are ya?",[],3,10,Topic 1,0.0,0.0,1.0,0.0
Michael," No, no, no. Hey, you should stay because we are having fun and… ","['stay', 'fun']",3,10,Topic 9,0.5106,0.0,0.784,0.216
Michael," I… you know what? I, OK, listen. I like you. I really like you. So much in fact, that I would like you to accompany me on a trip to Sandals, Jamaica. ","['know', 'listen', 'fact', 'accompany', 'trip', 'sandal', 'jamaica']",3,10,Topic 10,0.7778,0.0,0.788,0.212
Michael, You want help? OK… Merry Christmas. ,"['want', 'help', 'merry', 'christmas']",3,10,Topic 34,0.7579,0.0,0.286,0.714
Dwight," [singing] Lady, from the moment I saw you standing all alone. You gave all the love that I needed…   ","['sing', 'lady', 'moment', 'saw', 'stand', 'give', 'love', 'need']",3,10,Topic 5,0.4939,0.086,0.733,0.181
Jim," Well, for starters, I’ve known you as a couple since the beginning of the relationship, which was approximately [looks a watch] three hours ago. ","['starter', 'know', 'couple', 'begin', 'relationship', 'approximately', 'look', 'watch', 'hour']",3,10,Topic 6,0.2732,0.0,0.916,0.084
Michael, Don’t make fun… You’re making fun of me. ,"['fun', 'make', 'fun']",3,10,Topic 42,0.5106,0.0,0.68,0.32
Michael," I guess, I didn’t know her very well. I marked her arm. ","['guess', 'know', 'marked', 'arm']",3,10,Topic 39,0.3384,0.0,0.821,0.179
Michael," I, I put a mark on her arm. [Both are laughing] So I could tell them apart. I don’t… I know, I know. I can’t believe I gave her my bike!","['mark', 'arm', 'laugh', 'tell', 'apart', 'know', 'know', 'believe', 'give', 'bike']",3,10,Topic 32,0.5411,0.0,0.896,0.104
Michael," Oh, why do I feel like crap?","['feel', 'crap']",3,10,Topic 34,-0.0258,0.257,0.495,0.248
